order_id,order_purchase_timestamp,customer_state,payment_type,payment_value,product_category_name,price
19fca62dacb4d96e5e9b491e45ff2c8a,"2017-12-18 21:47:55",SP,credit_card,556.86,cama_mesa_banho,259.9
080c5db822472f28f4193dc902b9be32,"2018-07-30 18:55:02",SP,boleto,59.09,moveis_decoracao,49.99
1f19e6ce9fb04dda9ce82b2172a84d82,"2017-12-08 13:10:48",GO,credit_card,84.23,papelaria,69
0410fab6a2d13d2339283e1e2522518f,"2018-04-10 14:38:47",SP,credit_card,103.16,utilidades_domesticas,89.18
016b1af508245e59ef75d83e3fe20a92,"2017-04-06 17:19:53",PR,boleto,147.64,cool_stuff,129.99
0a9f89404bdc46f9d6be1c8c0226ba85,"2018-03-02 17:28:49",MG,credit_card,122.47,moveis_decoracao,99.9
15e6974ce19cb7d0b8483c30c071dbb5,"2017-11-28 14:49:26",MG,credit_card,63.1,relogios_presentes,49
1e6e729cbdd94df526b317598aaaaf62,"2017-05-02 12:10:15",BA,credit_card,83.69,market_place,62.8
0e3ec3c17b64c6cc7bc01bba21e7afdf,"2017-05-10 16:20:36",SP,voucher,25.84,moveis_decoracao,59.9
0e3ec3c17b64c6cc7bc01bba21e7afdf,"2017-05-10 16:20:36",SP,voucher,25.84,moveis_decoracao,59.9
063dda01b3489ce5f3bc164801e6e3e9,"2018-03-07 22:15:03",SP,credit_card,137.75,relogios_presentes,120
053abf362c2b73b283a3bd5a814320ac,"2018-03-28 07:43:11",SP,credit_card,97.87,eletrodomesticos,89.9
0975d77f1213304145f61b455a53792c,"2017-06-05 11:46:52",RS,boleto,148.15,cool_stuff,129.99
1511a49e1c1fda8e27cee1de2b51706c,"2018-03-28 17:35:07",RS,credit_card,27,telefonia,11.77
02ed129a369c56d40549270ac5900864,"2018-07-02 21:30:10",MG,credit_card,153.31,relogios_presentes,139
208f886949aabb97ed60c2f51a74717b,"2018-03-21 18:46:01",RJ,credit_card,168.03,esporte_lazer,151
1ab55c7db816b2ab39b5b324a22f4251,"2018-04-13 21:10:56",SP,credit_card,35.38,telefonia,27.99
24bfe29693d0dbabd5e08b3b3bf1064c,"2017-05-22 20:40:26",GO,credit_card,221.19,relogios_presentes,199
249cdd4e1dc4aa2c19a568ce182a7254,"2018-04-21 13:32:20",PR,credit_card,1272.76,malas_acessorios,1195
03c83b31dbc387f83f1b5579b53182fb,"2018-01-06 16:00:58",MG,boleto,672.41,pcs,599
1c31ab2a0da17fb7deea7714eb37847e,"2017-12-31 01:24:02",BA,credit_card,72.83,perfumaria,56.99
1a11f2a810e4980ba7cfd5566db2133a,"2018-05-05 09:24:20",SP,boleto,29.33,eletronicos,19.9
0c325ea6925de749e1420be0cf43587c,"2017-07-01 15:27:23",SP,credit_card,156.64,brinquedos,139.9
0227da6a9a5c5d03b593cc9c2bce3463,"2018-04-11 16:30:28",SP,credit_card,61.52,cool_stuff,49.9
250eede6202cff2981de57cba5c1b08c,"2017-04-05 12:07:47",MG,voucher,25,perfumaria,48.9
1ee75dd3dc1076b563a223486e86e7b9,"2018-01-04 13:25:14",RJ,boleto,84.82,telefonia,68.9
061b13cf87863db16e1a03178285ecfe,"2018-08-11 13:33:50",DF,voucher,15.34,cool_stuff,26.88
008fab5602c441d51f30b1464f5d4643,"2017-02-22 10:37:41",MG,credit_card,65.55,beleza_saude,49.99
24f092dedbece404a94beacda86c3a7d,"2017-09-26 13:50:32",RS,credit_card,601.3,cool_stuff,579.99
222e1885ba432dd5ead67bea2fcb89c0,"2017-06-13 14:12:58",PR,boleto,41.99,bebes,32.9
1e2eefb7d4535b86f105f75ea6125a47,"2017-12-29 19:20:15",RJ,credit_card,116.94,papelaria,99
1fba59812d94723a89e83c562c775750,"2018-06-21 14:06:14",SP,credit_card,121.9,moveis_decoracao,99.9
10d6e6ff69ff215144be63f043568409,"2018-04-25 14:50:03",PI,credit_card,104.3,eletronicos,72
10e35bcb8797cb8e4cd3c28e01fca87a,"2018-02-19 15:37:47",PR,credit_card,186.94,utilidades_domesticas,169.99
0f1a032292563a581f27eac807f97a05,"2018-07-25 21:14:25",SP,credit_card,52.21,portateis_casa_forno_e_cafe,38.6
1b4302389eccf1e9df072501f38b1e9a,"2017-11-24 09:56:07",RJ,boleto,53.5,esporte_lazer,36.9
20b4a1345c31cae5591e4faccbba51e6,"2018-05-02 18:41:06",ES,credit_card,172.96,beleza_saude,119.99
039330ccdc3eeb07d44541457391fcae,"2017-10-20 16:51:47",SP,boleto,312.82,telefonia_fixa,139
039330ccdc3eeb07d44541457391fcae,"2017-10-20 16:51:47",SP,boleto,312.82,telefonia_fixa,139
09475a764868b0fa004ced42388fe6c6,"2018-05-30 14:14:02",SP,credit_card,52.61,brinquedos,38.9
1e20cf4705f6ebc093f591e8bcde44a3,"2017-07-27 21:53:58",SP,credit_card,40.68,perfumaria,32.9
1046a71a57b33b4a92f9f932237f1ab0,"2018-07-31 13:56:17",GO,credit_card,44.27,esporte_lazer,25.99
1600bd49133bb733879bc4e6457945e4,"2018-06-17 17:39:53",SP,credit_card,41.37,perfumaria,32.9
0d4ec8ac8110edc00c3f378607191877,"2017-07-14 11:35:02",SE,boleto,61.05,esporte_lazer,39.9
1e54e64066c85e4c0b929c0dde6bec3b,"2018-02-01 19:56:10",PR,voucher,74.81,automotivo,59.9
1028f2778958e0ab0d9da92e14de14d1,"2018-01-15 16:50:56",RJ,credit_card,150.15,bebes,130
1ce8d14cbfa55d85f3009438ecbd792b,"2018-07-24 22:27:24",BA,credit_card,142.57,perfumaria,119.8
204c3a076103a93b98207df2faeb6b4c,"2017-05-21 08:00:00",GO,credit_card,226.22,cama_mesa_banho,210
0e8a52f34b055d2027ea7807c20119c4,"2018-07-31 20:25:18",SP,credit_card,91.79,moveis_decoracao,70
10516d5059a1ebd2841eafd0124d43ba,"2017-12-15 19:33:47",RJ,credit_card,128.26,esporte_lazer,120
14fc11541ec454b0a370072e1e9f59a0,"2018-02-08 10:50:20",RJ,credit_card,105.28,casa_conforto,89.9
0ca64e59f59b26fb6fb2726f907bb52d,"2018-05-03 16:13:44",RJ,credit_card,99.9,relogios_presentes,99.9
17e76907e42e85c99dd9e25d02f65314,"2018-07-27 08:26:31",RJ,boleto,68.44,perfumaria,49.99
1db6b3e51590f33eb7c5f063687a8f2d,"2018-01-20 21:10:23",SP,credit_card,154.74,utilidades_domesticas,129
1c1898497fc8543e0f31343dc1c31553,"2018-03-29 15:41:07",SP,credit_card,131.64,moveis_decoracao,35
1c1898497fc8543e0f31343dc1c31553,"2018-03-29 15:41:07",SP,credit_card,131.64,moveis_decoracao,35
1c1898497fc8543e0f31343dc1c31553,"2018-03-29 15:41:07",SP,credit_card,131.64,moveis_decoracao,35
1c0d93546a9b70093cb412cc8f50a405,"2018-04-09 13:24:06",PR,credit_card,102.09,industria_comercio_e_negocios,79
0f344e8ea4fe9078a8183936e5407113,"2017-08-05 22:25:06",PE,credit_card,157.22,utilidades_domesticas,60.9
0f344e8ea4fe9078a8183936e5407113,"2017-08-05 22:25:06",PE,credit_card,157.22,utilidades_domesticas,60.9
164f22d152f646ca5ebb5a2049e3adfd,"2017-08-11 13:06:48",MG,credit_card,153.2,brinquedos,135
24eaa9941af703f34c309aff1a56aa5e,"2018-02-07 15:35:12",SP,boleto,54.62,esporte_lazer,45.9
045806c8806bca9909e23a1a79cfdd0c,"2017-12-10 20:49:32",SP,credit_card,174.15,bebes,139.9
1d14bb358f43b14725c70bdc035ce24e,"2018-03-02 23:51:51",DF,credit_card,40.53,moveis_decoracao,14.9
125f4dd03bbae6aa696e6196ac423f72,"2017-08-15 11:58:33",SP,credit_card,234.69,brinquedos,449.99
0a32952933d2a181dfe8f11d41f9f9b2,"2017-06-19 08:37:15",MG,credit_card,49.69,bebes,32.9
007beb35f98c075747e6fc4fd1c0cb73,"2017-09-23 08:32:53",RJ,credit_card,83.59,cama_mesa_banho,64.9
0c8703831f0dff29ae877f4f9cce845c,"2018-07-14 09:40:19",RN,boleto,288.37,automotivo,229.99
1a2b0033f0b7a3116f00594ec5524344,"2016-10-06 22:23:25",RJ,credit_card,87.57,brinquedos,69.99
1335770a97f98c72818680ee3ff1d00a,"2017-08-21 12:19:16",SP,credit_card,42.77,informatica_acessorios,34.99
237fe1628607420f6e0a5a4c4a64b298,"2018-05-06 21:29:07",SP,credit_card,91.35,cama_mesa_banho,77.9
0d4a3f1765974c4b0f1f07bb6ce1bda3,"2018-04-26 09:49:05",SP,voucher,21.39,telefonia,14
04d0a4d84d5dc9cc343ca4d0e4120a4d,"2017-05-20 18:34:35",MG,credit_card,73.76,brinquedos,52.9
0d193d461bbcef442c5e6786a16d5bca,"2017-11-20 12:49:02",SP,credit_card,167,telefonia,29.9
0d193d461bbcef442c5e6786a16d5bca,"2017-11-20 12:49:02",SP,credit_card,167,telefonia,29.9
0d193d461bbcef442c5e6786a16d5bca,"2017-11-20 12:49:02",SP,credit_card,167,telefonia,29.9
0d193d461bbcef442c5e6786a16d5bca,"2017-11-20 12:49:02",SP,credit_card,167,telefonia,29.9
1c086b183353c56b2ad03c345330d9a5,"2018-08-01 16:57:20",SP,credit_card,758.32,construcao_ferramentas_jardim,735
2279e81e4cfd1c590ccbc2e0b9c1b90b,"2017-09-20 22:10:16",PI,boleto,104.28,brinquedos,82.9
17e8552f435a2ecca2d7a06c1e7fd085,"2018-08-10 09:49:54",PE,credit_card,214.73,automotivo,166.9
0689012a897b2ac50b37994d77898bc8,"2017-03-08 10:44:37",PR,credit_card,1097.31,moveis_escritorio,269.9
0689012a897b2ac50b37994d77898bc8,"2017-03-08 10:44:37",PR,credit_card,1097.31,moveis_escritorio,269.9
0689012a897b2ac50b37994d77898bc8,"2017-03-08 10:44:37",PR,credit_card,1097.31,moveis_escritorio,269.9
01ccfbb0ddf88340b6eed3f1370bcf0c,"2018-08-21 20:20:09",DF,credit_card,138.78,papelaria,79
18b5dc19d0cf40a8d307902c30296340,"2018-02-25 11:50:52",PR,credit_card,215.14,cool_stuff,199
0df6d3734fc28f15c08eb4a9f931e3a8,"2018-02-05 15:00:28",SP,credit_card,21.77,informatica_acessorios,13.99
21c03a286e71d3afc682942e4c8eb2bf,"2018-01-06 12:38:44",BA,credit_card,143.01,moveis_decoracao,99.9
145b75a554e404852b520d70c50c9f9c,"2018-08-03 21:46:07",SP,boleto,40.85,telefonia,27.99
0d66368d8615f7b306db970f3ba475ee,"2017-09-10 10:18:06",RJ,credit_card,319.81,perfumaria,309.9
0392a7fd15fc16848335cb8ff143a940,"2018-05-03 14:36:50",SP,boleto,38.29,automotivo,30
11e75c2a931a2968007c44bddf001102,"2018-03-16 11:03:07",SC,credit_card,609.66,moveis_decoracao,75
11e75c2a931a2968007c44bddf001102,"2018-03-16 11:03:07",SC,credit_card,609.66,moveis_decoracao,75
11e75c2a931a2968007c44bddf001102,"2018-03-16 11:03:07",SC,credit_card,609.66,moveis_decoracao,75
11e75c2a931a2968007c44bddf001102,"2018-03-16 11:03:07",SC,credit_card,609.66,moveis_decoracao,75
11e75c2a931a2968007c44bddf001102,"2018-03-16 11:03:07",SC,credit_card,609.66,moveis_decoracao,75
11e75c2a931a2968007c44bddf001102,"2018-03-16 11:03:07",SC,credit_card,609.66,moveis_decoracao,75
1e62c84c858e09d44e8612fd6efeeb32,"2017-07-14 10:56:13",RS,boleto,250.84,informatica_acessorios,109.9
1e62c84c858e09d44e8612fd6efeeb32,"2017-07-14 10:56:13",RS,boleto,250.84,informatica_acessorios,109.9
13560ce213996d123d92f607e1ed93c7,"2018-05-02 20:22:11",MG,credit_card,99.9,relogios_presentes,99.9
06c2f55902daa48386515225a766e7d1,"2017-12-08 19:02:53",SP,credit_card,116.36,brinquedos,99.9
17a39edc59d79318c54904f59d6f4b81,"2018-05-07 10:52:08",SP,credit_card,51.79,cama_mesa_banho,39
17ece7ee59d823d55795a356168275e4,"2017-09-02 14:37:17",SP,credit_card,222.11,esporte_lazer,195.9
1308ad90597fb922916cd20eda3d53b2,"2018-06-25 17:18:17",DF,credit_card,303.19,consoles_games,284.9
155e6d1ccd9fe50ed7aa1ddd3bfb1cf5,"2018-05-14 11:40:42",PR,credit_card,36.83,brinquedos,18.6
09abedc2c8793fa1ef3a6eb50a9587e6,"2018-06-01 14:55:40",SP,credit_card,97.76,moveis_decoracao,40
09abedc2c8793fa1ef3a6eb50a9587e6,"2018-06-01 14:55:40",SP,credit_card,97.76,moveis_decoracao,40
1ff554f292eca293a405beea2511f6de,"2017-03-10 08:35:10",RJ,boleto,84.2,brinquedos,66.99
01a6ad782455876aa89081449d49c452,"2018-01-18 10:07:52",RS,credit_card,50.09,telefonia,34.99
073f64b0ac2c4ba51efd4327faca2d39,"2017-08-05 17:47:16",RS,credit_card,156.64,esporte_lazer,139.9
0e33201d95dd99ef2fc82d81732957b2,"2018-07-23 10:58:50",SP,credit_card,63,eletronicos,49.99
18c2124c3874f480651069f1f8c9b903,"2017-11-22 19:18:21",RJ,boleto,124.02,moveis_decoracao,45.9
13035ade0af633971e01aacc109cfca0,"2017-08-22 08:22:14",SP,credit_card,42.77,informatica_acessorios,34.99
14f38e83e237f237348b97dd9f228d40,"2018-01-31 09:49:33",SP,credit_card,53.58,beleza_saude,40.5
